orderID,clientID,name,surname,productID,product,price,date
2c9e08eb-cf5d-4590-bf79-bed8599e2bbc,3a94525f-6498-4dbe-b300-ebe6d0e9a65e,Judith,Watson,7cc07ddd-3237-4b7a-94b2-7c131dd8f909,Tag GPS Filter,59.800000,2019-02-10
ec09fa7b-5000-456f-892e-f988188ba0f3,94ad72b0-6624-4f5d-94b3-84e5de9e1d02,Mildred,Green,216c7a48-f055-43b3-b5f5-775b04e1e91b,Side Amplifier,7.790000,2020-03-16
0de2e9b3-4c57-4eb5-af06-cb230e3918a2,be41adac-13b5-4abf-8864-9a32ce1fb46b,Christopher,Fields,7ab2fe75-0cfd-4e4b-8fe4-73580f526c7f,Auto Digital Transmitter,33.560000,2019-11-04
467a67ec-8d76-484e-bacd-494410198069,b6c93418-44b3-4717-8897-d9f619bb6266,Betty,Greene,8edf0511-471f-47a6-9838-f48b3c1507fb,Tag Digital Tuner,74.130000,2020-09-22
905c8b18-034a-4cfa-b170-6c103b636520,d2ff024d-7b79-4724-8b10-3f41d2faa1f4,Randy,Butler,cebeaa6d-37f8-48cd-ad2d-d30384b3fa34,Performance Direct Receiver,65.650000,2021-08-01
e68431c2-65d1-4a32-9eec-dcf96abecb85,7840cde4-45f3-4d59-9d64-b9ebcd998dcd,Jack,Allen,243287e9-a5c9-4817-9bde-065f26291471,Air Case,26.290000,2021-04-18
d739537b-b1ef-4960-9572-9c1eaa3d385c,677ab4a2-92d2-4de7-bb80-b6fe92eaefb5,Harry,Marshall,23d04bfa-a86e-4cfb-a065-f256a89b9562,Electric Component,81.810000,2020-04-16
5707455f-de4f-46aa-b1e1-c05461c2c18d,75311202-0b64-41cf-b561-7e3c5e175cb1,Laura,Morrison,0a0818e9-a635-46e4-87d5-a35a9decc72e,Portable Direct Controller,75.570000,2021-10-05
42217bd5-3a47-4fd8-90f9-cb7da51d319b,f9823e5e-413d-415a-a869-911e6118a400,Irene,Black,ba6f2cc9-5585-453f-9c34-e6b8095c9578,Direct System,73.460000,2020-02-13
a8a1bc90-0cab-491d-8ee2-ddda40f970cb,e0db988d-cf85-433e-a8eb-639057ce4dc0,Maria,Lee,99c46cc2-9a56-44e9-b3e6-fc345c2113f3,GPS Digital Amplifier,18.530000,2019-01-11
8916ca77-e890-4300-8487-64280c215c95,12535db9-153c-4a0d-bb3e-9c4ce4b1e944,Thomas,Holmes,67ccc5cd-6ff4-42ad-a6c0-748395ff56d3,Output Component,61.190000,2021-10-14
c9f8b1ab-93ed-4c08-88f5-472792319406,a6c978a4-5f4b-434f-9619-eb8d87f64e6b,Andrea,Watson,ce7bc8ac-1601-4254-8435-d2f8a6566b59,Direct Output Case,32.530000,2019-10-20
62a0d11e-305d-4a4a-b56b-d5a57eea4126,11ae746e-5899-41bb-90db-a0c4c4a55cc3,Emily,Day,9ca2158b-5101-43be-a22e-4f7ffad03f05,Air Disc Component,88.220000,2020-02-24
0c115515-227d-4044-b5e3-aaeaf974f208,dca0fe36-78f7-4aed-b5e5-d20fbacbab01,Ralph,Rice,648fba10-6f95-43c4-82b5-fb26130156de,Input Direct Controller,44.620000,2020-05-16
5850ca8d-44f3-4dc6-96a1-f8b80e96d8b2,b6e119f1-9d0d-4168-8049-0518d3da47a5,Amanda,Garcia,db3d0f37-ce16-4cd8-9469-2316668f8d35,Performance Side Component,78.510000,2020-10-21
14f8dc33-d3f9-4035-a5bd-995d5f3b4a86,b10c4c57-272a-49ca-852b-3ac34923c87a,Terry,Reyes,7e61bdad-afd8-4d56-b2f5-e0ee993814f0,Air Tag Adapter,47.950000,2021-09-15
2f372501-235f-4742-a1a0-79c5197d58f0,10e87ea0-ca3f-4810-9000-c87a2d9769fe,Phyllis,Stanley,d8047911-af89-4364-8a8d-88f9af532b4c,Power Bracket,72.040000,2021-11-20
0d538282-5c6c-48cb-803a-ef1dcc98c349,a86be586-1521-4a7a-80f6-6e3f63ba4593,George,Jenkins,0b1a4db7-393c-4c2c-a862-92b25ff95a30,Digital HD Controller,32.560000,2020-12-06
c333d06b-9145-43fe-aff4-2630be83d428,cba81e56-fa74-44a4-b421-ae03e88e0f90,Janet,Chavez,37161965-2e0a-4762-a435-418a14585f4a,Electric Filter,35.740000,2020-11-01
dfdcbdfc-00b8-48e4-9146-1c66fd6b57ed,b4dcfb86-93f2-49b2-8b48-34e0ad9dc37d,Victor,Porter,4f26f594-ccb7-4691-9c65-3d5e757c04db,Disc Controller,73.560000,2020-06-19
3b695d00-bc6e-40c4-9b93-4dc45a6ce984,c3c2c14a-af2f-4e8e-b72c-01f8f425e4fe,Arthur,Weaver,57290c14-acca-40f9-96ca-6ed85e1fa2e4,Performance Direct Controller,29.570000,2021-12-19
943228fb-50b8-4e9e-9bd9-c4566ca48bd6,04556a4e-292d-45eb-9e73-be678aa38560,Rachel,Reid,3fcb4bff-2be1-4c6a-8edc-70aea1326b6e,Digital Amplifier,10.080000,2020-02-15
94d02d64-f0a5-4294-8c6b-e486b354189f,e0947ca7-ca0d-4b86-9676-0877e4ae8039,Walter,Carter,26ea38ba-ecc5-433a-a924-88428a6dd5d6,Auto Kit,79.280000,2021-08-10
dd879aef-e866-4506-b39a-91e9263c162c,a6c978a4-5f4b-434f-9619-eb8d87f64e6b,Andrea,Watson,5b6dd071-6b1e-4cee-97fe-56ab3410defe,Remote Input Case,4.910000,2019-02-04
24aa13d1-cfce-4417-b7eb-7e654172e904,bd67a89e-af57-4040-be1f-816c37f99739,Janice,Black,d8047911-af89-4364-8a8d-88f9af532b4c,Power Bracket,72.040000,2021-07-23
a31060ab-c84e-47bc-b1a7-7002d386e953,b1156a76-354a-4a3b-95c7-d0197ad9b57d,Edward,Woods,014e3c85-1982-44c6-9d5b-4690e207e910,Air Electric Compressor,37.460000,2020-01-18
2a2324d6-6a53-4f74-b5cf-8ed13b85e34a,34649a24-9504-4bc6-b63e-d6e90fa61aee,Jason,Ortiz,3fad24f0-655d-4ad1-8a19-ae56ffd25c74,Performance Tag Kit,16.790000,2019-03-03
14783f50-956b-416c-a007-3328bc04358c,63451849-4524-4287-9d65-0e1ce130eb25,Jerry,Foster,28eac36b-b301-428f-a771-48b0abb4cb9e,Gel Controller,37.370000,2021-04-26
97993da9-dae2-4be3-ba0c-636e5baedd86,f25587f9-d7fa-42ab-893f-90d458cc24ca,Shawn,Jacobs,23d04bfa-a86e-4cfb-a065-f256a89b9562,Electric Component,81.810000,2020-01-21
5412c9df-6257-44ef-ae69-5819caf3829a,2db25627-bb3a-435f-8a53-d5ceb7ce7a81,Ashley,Anderson,378f0b73-4007-419d-b36f-0715c619ce54,Electric Audible Bracket,69.050000,2020-04-21
3a5d4a9c-a9dc-44b1-b5fa-dff9624b1d2e,73d106e7-0d7f-42fd-94be-2b87304d795a,Joyce,James,b0410319-5f20-4c6f-ab43-bd6d3b325872,Disc Audible Component,84.890000,2020-07-03
7a6f56fb-abc6-4116-b4e0-f8b961b99051,d0a0e92c-07c2-41e7-93fd-2d1810ffcb2d,Michelle,Morgan,e42d0b85-0b71-44e3-ad93-4c58af578cf2,Direct Electric Controller,16.880000,2021-03-25
670ffeab-d441-4e8a-93b3-f64b3926a4d9,96057c22-dad1-4ffc-9bc2-df7650a26cad,Jacqueline,Arnold,70e35054-0847-4b77-a600-40b078804c71,Tag Kit,4.110000,2020-08-08
72fc53d9-8f09-4b71-9d09-b8de418f265b,d28d1129-e53f-4bb4-b12d-babd87649066,Eric,Martinez,1eb2fd0f-248f-4b60-8cc9-e65cbc48e11e,Video Component,88.290000,2021-05-22
b369aa6b-e94c-4d66-b4f0-675b040b6b66,fa14c081-36f3-4e82-9e9b-445f269f26d9,Ernest,Armstrong,3020446f-1529-45dd-859b-18b190887e38,Input Remote Compressor,50.790000,2019-12-21
50f367ed-f8a2-4f6c-86d4-11f251b16da8,b0649a38-16ce-4325-9dbe-4b8986c07688,Charles,Ramos,17a47a95-cf72-4e7e-827f-427ea12b9805,Portable System,50.180000,2021-05-04
17f54d6c-4452-4d0f-8ed0-348c50ec3baf,28029e3b-b111-4c5e-bb40-6601d3b6771d,Dennis,Mccoy,f4c9560c-e3a0-4548-8ed1-fad79c97d9f2,Power Bridge,18.980000,2019-12-28
2fd1f5fc-526f-417b-8428-a77327588824,96057c22-dad1-4ffc-9bc2-df7650a26cad,Jacqueline,Arnold,f8c4defe-dd56-4079-91fc-6724b9c7bfee,Air Tuner,30.810000,2020-11-27
f73e8e03-9fca-4802-95fb-f415371205be,b4e48f8d-d61c-4020-ab62-cb9143b87516,Carlos,Wood,b0bc12c0-09ff-4bf7-902e-10e0336715d6,Video Power Case,7.680000,2020-02-16
c518f194-831b-4af8-a285-e6eef1091e71,b6280da4-8f02-4bb8-86c8-38ff83665a7b,Judith,Lewis,86441792-796e-48ec-8547-217f51ac00b3,Video Portable Filter,83.140000,2020-12-23
99e2c841-4a6a-4048-bd4b-469f6088c941,a6c978a4-5f4b-434f-9619-eb8d87f64e6b,Andrea,Watson,1a6bb688-fd97-4e5c-8f5d-1ba5c4179f7f,Gel System,11.500000,2021-01-06
ef41c426-9135-4728-aa8a-945f95f101e8,855d9ac0-991e-4a37-b51f-9f15c891a5d3,Marie,Martinez,3fad24f0-655d-4ad1-8a19-ae56ffd25c74,Performance Tag Kit,16.790000,2021-09-03
05aac6c2-4a12-48df-a1c7-04b97398eb0c,27407870-9ad1-4b35-b0f9-24786bc0995d,Beverly,Kennedy,996e3e2b-722b-4111-9085-d349df76926d,Portable Disc Receiver,50.940000,2020-04-22
3910a683-8d95-43f0-bad6-d3529ff2d3a0,08c77e7d-4fa0-4140-b7ee-73289b969a59,Craig,Hall,b9aa7dc6-6287-4030-b83f-8bdcc653b3e3,Power Kit,70.630000,2020-12-13
3c1bf5af-5e6e-4bf5-bcfd-8566e551c409,a85b088e-dd5b-4ca4-a09c-af4dc6e8ae64,Sharon,James,cba2e197-10e7-48e8-9ee0-bbc09a015a02,Input System,43.610000,2021-08-09
44ec7e2e-0612-482e-b0d1-915714b2b6a0,163f0456-8bee-421b-833c-273846a9b6e7,Joyce,Lewis,9cb33c43-f40b-476b-8a74-0db5a8a5a5f6,Auto Bridge,11.770000,2021-05-01
9ad13a5c-646f-4a01-8165-4b2c837d155d,842dd693-ab56-48ec-abcf-bcf6273f371c,Kenneth,Morgan,7eacba2e-9252-4fe5-90a0-617fc17d366c,Digital Auto System,23.210000,2019-09-15
1aa286d6-0168-40f3-ae83-a8c1944fecf8,1f487b69-c2c6-4ecc-8d65-3838afbe1341,Alice,Price,e32cf720-0bd0-4896-a347-d52fb014dad7,Digital Receiver,4.770000,2021-04-18
7e55349d-288d-4d36-8e8d-2d71abd61b48,10e87ea0-ca3f-4810-9000-c87a2d9769fe,Phyllis,Stanley,80c838e3-88ba-453b-98d7-6429130d7654,Tag GPS Compressor,97.620000,2021-08-23
fb39e88d-0b9e-47be-b73b-1fd00c443d5b,d66ae6ec-24b9-4108-8294-f7b07bdfdaa7,Denise,Frazier,77b92545-5901-4465-86b5-f5971c088870,Auto Air Mount,88.970000,2021-09-20
e88f5f18-1d36-46df-b69b-5457b8561003,98a69874-dc2d-4876-9ae2-6102cc5972ca,Roger,Stevens,2504ab66-5f32-47ad-8f91-e04ef4df4e05,Air Receiver,3.940000,2019-09-28
80b3777c-6e24-4018-932d-b89196103ad5,18d58105-f0b6-45b6-9a5a-d55e9acd78e3,Ralph,Rice,a1655fe2-5125-46c2-8aea-ecbb3d58144b,Side Bridge,76.970000,2020-10-09
6d6c27f4-3562-4dc4-88c7-dd6a7f40462a,81b8e2fd-68d9-4f6b-b1f3-9ad004f018bc,Walter,Howard,cde6acdc-d2b0-4007-a677-96bc63b0ab5e,Electric Disc Controller,32.890000,2021-12-22
b425ef71-47ed-4c8d-a98e-d877d96e0376,d28d1129-e53f-4bb4-b12d-babd87649066,Eric,Martinez,cde6acdc-d2b0-4007-a677-96bc63b0ab5e,Electric Disc Controller,32.890000,2021-11-22
52471406-7c7a-47f4-8832-602689d9a980,ee6e2736-7a46-4abb-a318-4fe322e70201,Kathy,Payne,3ddbe1e7-08cd-4bc6-9f8b-ae60a0b6a5cb,Digital Electric Tuner,12.940000,2019-06-11
c2ca0b0a-b81e-43fa-9c4d-a37617bc3e89,5d3e9bb1-1d23-4dd3-b941-281326270c7b,Emily,Fields,fb8caa8c-183c-4073-bdd6-313da57f8603,Audible Adapter,83.560000,2019-03-15
fb420c81-f14e-4c2e-91a0-c09ca22a4e88,4bba2b14-770d-4547-bd5c-2ed4990cacbc,Ryan,Mendoza,d5366747-2a10-491f-a1dd-c2f8f91e99c6,GPS Output Kit,97.570000,2021-03-27
081527e9-322a-4104-9cf3-16b87cbfe08d,e0db988d-cf85-433e-a8eb-639057ce4dc0,Maria,Lee,87b6b15e-9b9b-4886-a517-3bb8f9649613,Auto Compressor,83.810000,2019-07-21
083ec483-11e2-45ae-8bc7-ca83ac45d498,f1ce2ff4-985d-42af-a941-d3a19298edb4,Ruby,Campbell,0a0818e9-a635-46e4-87d5-a35a9decc72e,Portable Direct Controller,75.570000,2020-02-14
dedb01c4-f158-4d88-a400-5e61f0918ac8,2db25627-bb3a-435f-8a53-d5ceb7ce7a81,Ashley,Anderson,7eacba2e-9252-4fe5-90a0-617fc17d366c,Digital Auto System,23.210000,2021-03-21
a8346372-4dcd-4243-9d1b-28c778720047,e254192c-ef22-41a8-8d82-74d54ec2807c,Frances,Powell,5b6dd071-6b1e-4cee-97fe-56ab3410defe,Remote Input Case,4.910000,2019-05-03
380a416f-1663-4c27-bbd8-5b3e1323e601,c16171a0-a76d-4ef6-b22a-8394b9c9c6bf,Heather,Medina,86b660c9-97cf-4345-8155-db94d1c7ee12,Auto Portable Mount,86.800000,2020-07-27
59915635-31cd-4578-8d88-e541b0103b5b,98a69874-dc2d-4876-9ae2-6102cc5972ca,Roger,Stevens,01eeb60d-a7a5-410d-ba71-81495eadca0f,Electric Adapter,3.260000,2019-03-01
c3661192-c799-48ff-8ba3-2bb6a9468a91,fb9ba4fb-2a14-4614-a04f-05a531a86fe6,Scott,Carr,99c46cc2-9a56-44e9-b3e6-fc345c2113f3,GPS Digital Amplifier,18.530000,2021-03-27
9bcec420-a214-4501-8672-1a71d5929b83,b8470d98-8e78-4d58-98b2-1d744bc61225,Karen,Mendoza,92e9894d-c700-4cad-8fdd-2533b2e51059,Video Side Mount,65.290000,2020-01-01
38d182a9-55ae-4de0-a5f9-399a862aac23,f5b7e99e-9761-4fc1-9f0d-790841ec9bc0,Thomas,Sims,07145787-0c37-44d1-aa83-6f8cfbab34e0,Input Adapter,10.900000,2021-10-21
be8f77fa-fde3-402c-b5d5-4614eadbcb4b,3591248b-6c6c-4e2d-9b79-ead8cfa3c02e,Melissa,Ellis,80c838e3-88ba-453b-98d7-6429130d7654,Tag GPS Compressor,97.620000,2019-08-18
fb417269-97e0-47e6-8ab1-fe2fb7c8af32,b4dcfb86-93f2-49b2-8b48-34e0ad9dc37d,Victor,Porter,22d07dc3-1d02-40d2-bbc8-8a91d91be3cb,Input Remote Component,21.910000,2020-02-11
b03c6069-5526-4461-99a8-d24be7a74030,10e87ea0-ca3f-4810-9000-c87a2d9769fe,Phyllis,Stanley,22d07dc3-1d02-40d2-bbc8-8a91d91be3cb,Input Remote Component,21.910000,2019-12-03
719819ce-b0ca-4fae-bcde-722550553033,0035e3fd-284c-4204-8c99-a16a04fae6ed,Jennifer,Williamson,a1655fe2-5125-46c2-8aea-ecbb3d58144b,Side Bridge,76.970000,2019-05-23
476342e6-0813-4f47-86af-6c43dd201202,9eb87dfd-95ad-4206-9147-a7f43f1c6a3f,Russell,George,0b8179ed-4f0e-4a71-8553-dbd101cd0b2b,HD Controller,3.450000,2020-01-23
4ffb7591-ca16-488d-bbc4-20eee42d5bc4,48b2b751-dde5-49a2-9002-91cb16da59ca,Brenda,Larson,2c1112db-d95f-439a-a7e7-59175908ee6f,Air Disc Transmitter,75.810000,2021-03-17
502baddd-2275-4123-b634-5d8569158e69,79065e8e-e4cc-4d3f-819e-775f1c2a57c5,Martha,Patterson,3fad24f0-655d-4ad1-8a19-ae56ffd25c74,Performance Tag Kit,16.790000,2019-08-08
afd03bfc-179d-44cb-af55-33cc942849e0,c87f860d-5e02-40d1-82f0-b272353d91d0,Heather,Jenkins,8bb0d771-0230-4e40-9842-083c825405b8,Audible Amplifier,2.050000,2021-08-26
7b8f6367-4385-4f60-8a52-9e443b12f29d,16ff37d9-94c0-44b1-9789-6d56512f38a4,Janice,Cook,a70416b3-f2fa-451a-91b2-11f5b4f6fa11,Audible Kit,53.000000,2021-07-22
8927e056-38d0-4a96-937f-4b7ed72cb507,4459739c-062a-475f-ab82-743b660ad2ec,Denise,Morris,7bdb152f-c445-4a1d-8bf2-b77615358f3b,Portable Power Tuner,35.280000,2020-04-19
2704ecc1-0dd8-4059-ba36-90312ca8aee0,f1ce2ff4-985d-42af-a941-d3a19298edb4,Ruby,Campbell,80c838e3-88ba-453b-98d7-6429130d7654,Tag GPS Compressor,97.620000,2021-09-06
344c6696-2c27-46ef-b016-c2a9c7a1c038,564a9549-bf46-41cd-80db-c3f85225b279,Eugene,Stewart,35fa5cd4-60c8-4667-ad1f-a008148e0044,Remote Side Adapter,97.940000,2019-11-01
3e7f0b20-9563-4371-9066-db6f9aa1dfb9,8175ec70-d5f3-46b4-86e2-cfa758698961,Paul,Lee,ad0b7511-9745-4d7e-a4b0-d87cd394eaf7,Air Compressor,69.310000,2021-03-10
43703729-6401-4a01-8e87-0d1cfde1cbb3,4059c2b9-a590-41b0-b290-453bbffe5cb4,Alice,James,f21eff53-71f0-4598-903b-342f1cd05a34,Performance Filter,10.380000,2020-08-10
c0158e12-3d42-4dc1-a489-f3b9d3c547b8,976fe4ec-ca3a-430d-8878-0c34522aff1e,Robin,Gonzales,21d687c9-4a3e-4977-aa38-54cf685e9f11,HD Digital Mount,4.470000,2021-10-18
82655781-1716-4c84-ac32-7a9195246ae3,70185717-1d9e-47b3-b79a-c197a1d24393,Helen,Bailey,8d3f2686-0c0b-4646-bae6-faabf8a16839,Digital Remote Adapter,50.330000,2019-05-13
c752ec38-efc2-48bf-889c-5df0acfb5374,efaec18a-32fd-4abc-a74d-e4e32d9a3220,Theresa,Jackson,dea3d6a1-ec64-4f6f-b15c-f5b2a2d7bd71,Remote Disc Bridge,80.500000,2019-06-23
3204ff1e-11ab-464b-bd69-a640ad8d5871,c39f5209-37a2-46a6-a912-817a96ece18f,Juan,Hayes,2f8c61c3-0137-4022-911f-e7722a14abdd,Performance Kit,54.460000,2021-06-08
3fae3c7b-9f55-4169-8971-08e98f14d775,4106c231-3a01-4ddb-98b5-6bcafdc1719c,Shirley,George,c17c6893-e7fd-4dba-8f1c-5d200370547e,Disc Remote Case,39.300000,2020-09-17
1b178271-b9d9-496a-a5b3-3b06d353d663,47989d1b-9ca6-4588-8cb1-3ab59bd98d7a,Brenda,Foster,eedfd3b9-95cb-4131-904c-013d69053adc,Auto Output Viewer,57.930000,2021-03-19
d9506098-a1c1-46c8-83da-fba6a97d05d2,98f98d54-e6f6-4831-9055-e881ef59f5d8,Paul,Rivera,23d04bfa-a86e-4cfb-a065-f256a89b9562,Electric Component,81.810000,2021-04-03
3ae691ab-29bc-4499-9482-3a97c6718225,3e976134-cd45-4ea4-a57a-6277316fd70c,Jacqueline,Allen,648fba10-6f95-43c4-82b5-fb26130156de,Input Direct Controller,44.620000,2021-10-15
c6cf2de9-b11b-480c-ad67-201511962cd0,66ef116f-1aa5-4d43-8623-172cb7e4ff2f,Eugene,Ortiz,7b17ee2a-234a-40de-a55c-fae375d81997,Output System,42.140000,2021-02-17
b1989081-5f92-4b89-ba84-5dba9ad4ae44,bcbc966b-f83b-4268-ab4e-910d8aad656a,Justin,Edwards,e46a6088-922f-4bc9-ab2a-88a536196a2a,Portable Filter,94.630000,2020-12-11
04c8fe46-45be-4d8a-8b74-67a8388e90bb,207ee37d-38fd-4fec-9234-3d87b9f5211b,Daniel,Mendoza,86b660c9-97cf-4345-8155-db94d1c7ee12,Auto Portable Mount,86.800000,2020-03-26
8aaf58db-7be8-49aa-a1ff-72283e06ee2b,a534909b-827d-40f7-a9d8-7e00e2e8e25e,Lillian,Gardner,504630f3-0178-4e5c-9c19-6ee3d8a8d8da,GPS Direct Case,11.110000,2019-04-27
98e3c8e4-374a-4381-8b1c-78edb054d6d0,677ab4a2-92d2-4de7-bb80-b6fe92eaefb5,Harry,Marshall,7a325b25-a542-4476-beb5-ffd5319090c9,GPS Component,9.470000,2021-09-13
869437d5-9a41-46dd-9049-4485f661aa26,b10c4c57-272a-49ca-852b-3ac34923c87a,Terry,Reyes,bdbee3d6-729d-4085-88ce-d82ede685681,Side GPS Amplifier,55.030000,2019-08-07
58958f02-6c70-47f6-aa53-883ef594fff7,f9823e5e-413d-415a-a869-911e6118a400,Irene,Black,eedfd3b9-95cb-4131-904c-013d69053adc,Auto Output Viewer,57.930000,2019-12-21
5d66c735-70bb-40d8-8360-b315bb903457,a989d7b1-88e1-49d2-8cd0-d2e80fc6897d,Eric,Bailey,f80e0256-f13b-4731-90f1-73c49c27c864,Input Electric Controller,91.750000,2021-09-27
26d1cded-6b1f-465f-ad72-7a0416efd693,30f6ecb8-5fb0-41a3-9251-e4b73f912696,Betty,Moreno,f8c4defe-dd56-4079-91fc-6724b9c7bfee,Air Tuner,30.810000,2020-03-13
7a9f1762-3c3d-4722-b217-0e9702a90ece,8348b1be-27fa-4255-85d7-ff49f70f2555,Katherine,Larson,b7ed811a-c1ab-4485-a1f2-194d4dbf09c5,Auto Input Tuner,8.740000,2020-11-03
